woi_OrderItemId,woi_OrderId,woi_WebIdEn,woi_SKU,woi_Name,woi_Quantity,woi_ItemTotal
394,64824,58843,8430961101928,Santalba Vina Hermosa Rioja,1,50
395,64824,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
396,64824,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
397,64824,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
398,64824,58831,7290006744852,Mony M Shiraz,1,33.05
399,64824,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
400,64825,7318,7290019488446,Odem Mountain Volcanic Gamay Noir Cabernet Sauvignon,1,66.95
401,64825,71,7290011253127,Gush Etzion Spring River GSM,1,72.03
402,64825,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,33.05
403,64825,58843,8430961101928,Santalba Vina Hermosa Rioja,1,50
404,64825,62175,7290008921640,Tishbi Pet Nat,1,63.56
405,64825,62791,7290103681937,Tabor Artisanal Chenin Blanc,1,55.08
406,64826,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
407,64826,51,7290010173037,Galil Mountain Bar Rose,1,33.05
408,64826,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
409,64826,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
410,64826,62766,7290014440432,Midbar 22 Rosé,1,33.05
411,64826,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
412,64826,58831,7290006744852,Mony M Shiraz,1,33.05
413,64826,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
414,64826,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
415,64827,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
416,64827,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
417,64827,51,7290010173037,Galil Mountain Bar Rose,1,33.05
418,64827,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
419,64827,62766,7290014440432,Midbar 22 Rosé,1,33.05
420,64827,58831,7290006744852,Mony M Shiraz,1,33.05
421,64827,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
422,64827,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
423,64827,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
424,64827,52545,4260097317986,Gehring Roter Hang Riesling,1,75.42
425,64827,75,7290018414255,Gvaot Gofna Chardonnay Cabernet Sauvignon,1,93.22
426,64828,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
427,64828,51,7290010173037,Galil Mountain Bar Rose,1,33.05
428,64828,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
429,64828,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
430,64828,62766,7290014440432,Midbar 22 Rosé,1,33.05
431,64828,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
432,64828,58831,7290006744852,Mony M Shiraz,1,33.05
433,64828,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
434,64828,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
435,64828,60868,99001001,Pulltex Button Lever Corkscrew,1,0
436,64829,62766,7290014440432,Midbar 22 Rosé,1,33.05
437,64829,8898,7290019158431,Tura Mountain Vista Rose,1,76.27
438,64829,54127,7290019158301,Tura Limited Edition,1,72.03
439,64829,8962,7290016804928,Tura Mountain Vista Heartland,1,80.51
440,64829,125,7290010888177,Ramat Negev Kadesh Barnea Cabernet Sauvignon,1,50
441,64829,124,7290010888153,Ramat Negev Kadesh Barnea Blend,1,50
442,64830,4449,7290011240554,1848 5th Generation Cabernet Franc,6,483.05
443,64831,57365,7290010173853,Galil Mountain Or Barbera,1,67.8
444,64831,8121,7290013910448,La Foret Blanche Talpiot Dry Red,2,133.9
445,64831,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
446,64831,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
447,64831,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
448,64831,62766,7290014440432,Midbar 22 Rosé,1,33.05
449,64831,4449,7290011240554,1848 5th Generation Cabernet Franc,1,80.51
450,64831,58595,7290011253240,Gush Etzion Lone Oak Tree Pinot Gris,2,127.12
451,64831,55121,7290015137577,Jerusalem Wineries Premium Marselan,1,50
452,64831,59146,5432154321,Penina's Wine Upstream Chardonnay,1,75.42
453,64831,60868,99001001,Pulltex Button Lever Corkscrew,1,0
454,64879,7874,7290010173068,Galil Mountain Bar Cabernet Sauvignon,3,88.88
455,64879,21,7290101582403,Binyamina Moshava Shiraz,4,121.63
456,64879,55121,7290015137577,Jerusalem Wineries Premium Marselan,3,138
457,64879,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,3,138
458,64892,9640,7290018870389,Tzora Judean Hills Blanc,2,203.39
459,64896,1863,7290016693928,Hayotzer Legato Barbera,1,50
460,64896,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,33.05
461,64896,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,33.05
462,64896,125,7290010888177,Ramat Negev Kadesh Barnea Cabernet Sauvignon,1,50
463,64896,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
464,64896,9323,7290006744876,Mony Nahal Petite Sirah,1,50
465,64896,12363,7290018795057,Ouriel Merlot,1,75.42
466,64896,60868,99001001,Pulltex Button Lever Corkscrew,1,0
467,64897,53940,850008847585,Tabernacle Betzalel Cabernet Sauvignon,2,313.56
468,64898,125,7290010888177,Ramat Negev Kadesh Barnea Cabernet Sauvignon,1,50
469,64898,124,7290010888153,Ramat Negev Kadesh Barnea Negev,1,50
470,64898,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,33.05
471,64898,7838,7290011240516,1848 2nd Generation Cabernet Sauvignon,1,63.56
472,64898,58789,7290017647722,Golan Heights Gamla Blanco,1,50.85
473,64898,7774,7290017289779,Teperberg Inspire Malbec Marselan,1,59.32
474,64898,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
475,64898,60868,99001001,Pulltex Button Lever Corkscrew,1,0
476,64899,7854,7290018414446,Gvaot Masada,2,449.15
477,64900,119,7290018795071,Ouriel Blend,2,150.85
478,64900,12363,7290018795057,Ouriel Merlot,2,150.85
479,64900,60868,99001001,Pulltex Button Lever Corkscrew,1,0
480,64901,56287,7290019369097,Raziel Sparkling Blanc de Blanc,1,245.76
481,64901,60868,99001001,Pulltex Button Lever Corkscrew,1,0
482,64902,4449,7290011240554,1848 5th Generation Cabernet Franc,3,241.53
483,64902,71,7290011253127,Gush Etzion Spring River GSM,2,144.07
484,64902,,7290018810033,Teperberg Essence Malbec,2,177.97
485,64902,62159,7290019462682,Chateau Remo Chardonnay,2,169.49
486,64902,1483,7290006505309,Kishor Dry Riesling,2,161.02
487,64902,59146,5432154321,Penina's Wine Upstream Chardonnay,1,75.42
488,64905,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
489,64905,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
490,64905,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,1,50
491,64905,55121,7290015137577,Jerusalem Wineries Premium Marselan,1,50
492,64905,9323,7290006744876,Mony Nahal Petite Sirah,1,50
493,64905,21,7290101582403,Binyamina Moshava Shiraz,2,66.1
494,64905,9164,7290015781107,Teperberg Impression Sangiovese,2,76.27
495,64905,62766,7290014440432,Midbar 22 Rosé,2,66.1
496,64905,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,2,66.1
497,64908,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
498,64908,51,7290010173037,Galil Mountain Bar Rose,1,33.05
499,64908,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
500,64908,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
501,64908,58831,7290006744852,Mony M Shiraz,1,33.05
502,64908,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
503,64908,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
504,64908,7809,7290016693898,Hayotzer Bereshit Petit Verdot,1,33.05
505,64919,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
506,64919,51,7290010173037,Galil Mountain Bar Rosé,1,33.05
507,64919,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
508,64919,58831,7290006744852,Mony M Shiraz,1,33.05
509,64919,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
510,64919,7720,7290006744982,Mony M Wave,1,33.05
511,64919,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
512,64919,58184,7290014440104,Midbar 22 Chardonnay,2,67.8
513,65003,9588,7290017000558,Castel Grand Vin Magnum,1,523.31
514,65004,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,47.5
515,65004,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,1,47.5
516,65004,55121,7290015137577,Jerusalem Wineries Premium Marselan,1,47.5
517,65004,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,31.4
518,65004,58831,7290006744852,Mony M Shiraz,1,31.4
519,65004,9323,7290006744876,Mony Nahal Petite Sirah,1,47.5
520,65004,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,47.5
521,65004,21,7290101582403,Binyamina Moshava Shiraz,1,31.4
522,65010,55102,7290019369486,Castel La Vie Blanc,1,63.6
523,65010,8121,7290013910448,La Foret Blanche Talpiot Dry Red,1,63.6
524,65010,9323,7290006744876,Mony Nahal Petite Sirah,1,47.5
525,65010,12363,7290018795057,Ouriel Merlot,1,71.65
526,65010,7774,7290017289779,Teperberg Inspire Malbec Marselan,1,56.35
527,65010,51,7290010173037,Galil Mountain Bar Rose,1,31.4
528,65015,9588,7290017000558,Castel Grand Vin Magnum,2,1046.61
529,65016,53193,7290014440845,Midbar 22 Cabernet Sauvignon,2,67.8
530,65016,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,1,50
531,65016,8182,7290015781268,Teperberg Moscato Red,2,59.32
532,65016,8185,7290015781275,Teperberg Moscato White,1,29.66
533,65016,57246,7290008921022,Tishbi French Riesling,1,33.05
534,65016,71,7290011253127,Gush Etzion Spring River GSM,1,72.03
535,65016,8121,7290013910448,La Foret Blanche Talpiot Dry Red,1,66.95
536,65016,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
537,65017,9588,7290017000558,Castel Grand Vin Magnum,1,523.31
538,65018,17,321654876546,Backoushe Semillon The Tailor,2,203.39
539,65018,54969,7290017134048,Mia Luce Blanc & Noir,1,122.88
540,65018,59144,7443017560151,Nana Chardonnay,5,466.1
541,65018,57365,7290010173853,Galil Mountain Or Barbera,2,135.59
542,65018,58839,760851174755,Munitz Tamara,1,110.17
543,65018,62164,7290010063352,Netofa Matzpen Toursyr,1,131.36
544,65018,58230,7290018940273,Hayotzer Danza Swing,4,200
545,65019,12363,7290018795057,Ouriel Merlot,2,143.31
546,65019,64962,7290103682033,Tabor Artisanal Viognier,1,68.43
547,65019,118,7290013303011,Or Haganuz Eilima Sulfite Free,1,79.7
548,65019,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,47.5
549,65020,21,7290101582403,Binyamina Moshava Shiraz,2,66.1
550,65020,8254,7290101582359,Binyamina Moshava Chardonnay,3,99.15
551,65020,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
552,65020,8162,7290010888146,Ramat Negev Kadesh Barnea Rosé,1,50
553,65020,9231,7290006744913,Mony Nahal Caladoc Rosé,1,50
554,65020,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
555,65020,58184,7290014440104,Midbar 22 Chardonnay,1,33.9
556,65020,58130,7290108620498,Zion Capital Lions Gate Rosé,1,50
557,65025,58184,7290014440104,Midbar 22 Chardonnay,10,322.03
558,65026,55081,7290017324562,Jerusalem Wineries Vintage Moscato,2,64.41
559,65026,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,1,50
560,65026,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,33.05
561,65027,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,47.5
562,65027,51,7290010173037,Galil Mountain Bar Rose,1,31.4
563,65027,62947,7290015634182,Ella Valley Zimrat Hakerem Red,2,95
564,65027,8254,7290101582359,Binyamina Moshava Chardonnay,3,94.19
565,65027,9323,7290006744876,Mony Nahal Petite Sirah,1,47.5
566,65027,12363,7290018795057,Ouriel Merlot,1,71.65
567,65027,3875,321654876547,Backoushe The Carpenter,2,209.32
568,65027,58732,7290017324425,Jerusalem Wineries Windmill Petit Verdot,1,88.56
569,65027,1732,7290006505286,Kishor Syrah,1,79.7
570,65027,7928,693493176187,Shiran The Soprano,1,103.86
571,65027,62168,850008847523,Tabernacle Reserve Cabernet Sauvignon,2,161.02
572,65027,,7290103681722,Tabor Judaica Vineyard Cabernet Sauvignon,1,88.56
573,65027,8962,7290016804928,Tura Mountain Vista Heartland,1,76.48
574,65027,141,693493176170,Shiran The Trio,1,103.86
575,65027,52458,7290018795064,Ouriel Petit Verdot,2,177.12
576,65027,1843,7290010587889,Tulip Syrah Reserve,1,92.58
577,65027,7325,7290011240578,1848 5th Generation Orient White,2,136.86
578,65028,58221,7290020284389,Jezreel Gewurztraminer,1,63.6
579,65028,8898,7290019158431,Tura Mountain Vista Rose,1,72.46
580,65028,62791,7290103681937,Tabor Artisanal Chenin Blanc,2,104.66
581,65028,9640,7290018870389,Tzora Judean Hills Blanc,1,96.61
582,65029,7838,7290011240516,1848 2nd Generation Cabernet Sauvignon,1,63.56
583,65029,7720,7290006744982,Mony M Wave,3,99.15
584,65029,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
585,65029,21,7290101582403,Binyamina Moshava Shiraz,2,66.1
586,65029,8182,7290015781268,Teperberg Moscato Red,2,59.32
587,65030,4449,7290011240554,1848 5th Generation Cabernet Franc,2,152.97
588,65030,58130,7290108620498,Zion Capital Lions Gate Rose,1,47.5
589,65030,9231,7290006744913,Mony Nahal Caladoc Rose,1,47.5
590,65030,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,38.65
591,65030,131,7290010888276,Ramat Negev The Southern Port,1,103.85
592,65031,8182,7290015781268,Teperberg Moscato Red,6,177.97
593,65031,8185,7290015781275,Teperberg Moscato White,5,148.31
594,65032,1863,7290016693928,Hayotzer Legato Barbera,1,47.5
595,65032,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,31.4
596,65032,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,31.4
597,65032,125,7290010888177,Ramat Negev Kadesh Barnea Cabernet Sauvignon,1,47.5
598,65032,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,47.5
599,65032,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,47.5
600,65032,9323,7290006744876,Mony Nahal Petite Sirah,1,47.5
601,65032,12363,7290018795057,Ouriel Merlot,1,71.65
602,65036,7874,7290010173068,Galil Mountain Bar Cabernet Sauvignon,2,64.41
603,65036,62762,7290108620207,Zion Imperial Exotic Blend,1,32.2
604,65036,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
605,65036,51,7290010173037,Galil Mountain Bar Rosé,1,33.05
606,65036,7809,7290016693898,Hayotzer Bereshit Petit Verdot,1,33.05
607,65036,7720,7290006744982,Mony M Wave,1,33.05
608,65036,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
609,65036,53193,7290014440845,Midbar 22 Cabernet Sauvignon,1,33.9
610,65036,56293,7290008921053,Tishbi Adom Sagol,1,33.05
611,65036,58831,7290006744852,Mony M Shiraz,1,33.05
612,65039,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,47.5
613,65039,7720,7290006744982,Mony M Wave,1,31.4
614,65039,7809,7290016693898,Hayotzer Bereshit Petit Verdot,1,31.4
615,65039,56293,7290008921053,Tishbi Adom Sagol,1,31.4
616,65039,58831,7290006744852,Mony M Shiraz,2,62.8
617,65039,125,7290010888177,Ramat Negev Kadesh Barnea Cabernet Sauvignon,1,47.5
618,65039,1863,7290016693928,Hayotzer Legato Barbera,1,47.5
619,65039,9323,7290006744876,Mony Nahal Petite Sirah,1,47.5
620,65040,58831,7290006744852,Mony M Shiraz,1,33.05
621,65040,126,7290010888238,Ramat Negev Kadesh Barnea Malbec,1,50
622,65040,78,7290018414347,Gvaot Merlot,1,101.69
623,65040,83,7290018414330,Gvaot Vineyards Dance,1,101.69
624,65040,71,7290011253127,Gush Etzion Spring River GSM,1,72.03
625,65041,58831,7290006744852,Mony M Shiraz,1,31.4
626,65041,126,7290010888238,Ramat Negev Kadesh Barnea Malbec,1,47.5
627,65041,78,7290018414347,Gvaot Merlot,1,96.61
628,65041,83,7290018414330,Gvaot Vineyards Dance,1,96.61
629,65041,71,7290011253127,Gush Etzion Spring River GSM,1,68.43
630,65042,62314,5605891202226,Alma do Mar Ruby Port,1,88.56
631,65042,62378,7290017812717,Carmel Ma'Alya,1,80.51
632,65042,62175,7290008921640,Tishbi Pet Nat,1,60.38
633,65042,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,47.5
634,65042,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,47.5
635,65042,53914,7290017983172,Adir Kerem Ben Zimra Grenache Blanc,3,214.96
636,65042,8254,7290101582359,Binyamina Moshava Chardonnay,1,31.4
637,65042,1487,7290006505316,Kishor Cabernet Franc,1,79.71
638,65043,58831,7290006744852,Mony M Shiraz,1,31.4
639,65043,9164,7290015781107,Teperberg Impression Sangiovese,1,36.23
640,65043,58230,7290018940273,Hayotzer Danza Swing,1,47.5
641,65044,7838,7290011240516,1848 2nd Generation Cabernet Sauvignon,1,60.38
642,65044,4449,7290011240554,1848 5th Generation Cabernet Franc,1,76.48
643,65044,57922,7290004528690,Adir Kerem Ben Zimra Shiraz,1,71.65
644,65044,7986,7290008497817,Agur Kessem,1,76.48
645,65044,58732,7290017324425,Jerusalem Wineries Windmill Petit Verdot,1,88.56
646,65044,1487,7290006505316,Kishor Cabernet Franc,1,79.71
647,65044,3875,321654876547,Backoushe The Carpenter,1,104.66
648,65044,78,7290018414347,Gvaot Merlot,1,96.61
649,65044,119,7290018795071,Ouriel Blend,1,71.65
650,65044,57088,7290010517909,Flam White Label,1,132.83
651,65044,7486,7290010608003,Yaffo Sauvage Carignan,1,63.6
652,65044,124,7290010888153,Ramat Negev Kadesh Barnea Blend,1,47.5
653,65045,8254,7290101582359,Binyamina Moshava Chardonnay,1,31.4
654,65045,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,47.5
655,65045,51,7290010173037,Galil Mountain Bar Rose,1,31.4
656,65045,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,38.64
657,65045,53197,7290014440913,Midbar 22 Cabernet Franc,1,32.2
658,65045,58831,7290006744852,Mony M Shiraz,1,31.4
659,65045,9164,7290015781107,Teperberg Impression Sangiovese,1,36.23
660,65045,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,47.5
661,65045,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,47.5
662,65046,7325,7290011240578,1848 5th Generation Orient White,4,288.14
663,65046,8898,7290019158431,Tura Mountain Vista Rose,4,305.08
664,65046,7838,7290011240516,1848 2nd Generation Cabernet Sauvignon,5,317.8
665,65046,4449,7290011240554,1848 5th Generation Cabernet Franc,4,322.03
666,65047,61436,7290017289052,Teperberg Essence Malbec Magnum,1,211.86
667,65047,8869,8028003000683,Cotarella Marciliano,1,237.29
668,65047,61848,7290019697022,Flam Cabernet Sauvignon Reserve Double Magnum,1,762.71
669,65047,7854,7290018414446,Gvaot Masada,1,224.58
670,65048,8185,7290015781275,Teperberg Moscato White,2,56.35
671,65048,62647,765066166571,Ben Ami Harei Besamim,1,124.79
672,65048,61856,2024060603,Carmei Mevorach Desert Red,1,92.59
673,65048,58835,760851174762,Munitz Ella Viognier,1,80.51
674,65048,61586,693493186971,Sanilevich French Colombard,1,88.56
675,65048,8121,7290013910448,La Foret Blanche Talpiot Dry Red,1,63.6
676,65048,9323,7290006744876,Mony Nahal Petite Sirah,1,47.5
677,65048,12363,7290018795057,Ouriel Merlot,1,71.65
678,65048,7774,7290017289779,Teperberg Inspire Malbec Marselan,1,56.35
679,65048,1863,7290016693928,Hayotzer Legato Barbera,1,47.5
680,65048,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,31.4
681,65048,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,31.4
682,65048,125,7290010888177,Ramat Negev Kadesh Barnea Cabernet Sauvignon,1,47.5
683,65048,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,47.5
684,65048,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,47.5
685,65048,9323,7290006744876,Mony Nahal Petite Sirah,1,47.5
686,65048,12363,7290018795057,Ouriel Merlot,1,71.65
687,65049,62314,5605891202226,Alma do Mar Ruby Port,1,93.22
688,65049,57678,7290010880003,Lavie Dark Chocolate Liqueur,2,118.64
689,65049,57663,7290010882632,Lavie Gold Espresso Liqueur,1,59.32
690,65049,57682,7290010880225,Lavie Pistachio Chocolate Liqueur,1,59.32
691,65049,55121,7290015137577,Jerusalem Wineries Premium Marselan,1,50
692,65049,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,1,50
693,65049,9201,844510012203,Hevron Heights Isaac's Ram Cabernet Sauvignon,1,93.22
694,65050,12363,7290018795057,Ouriel Merlot,1,71.65
695,65050,9164,7290015781107,Teperberg Impression Sangiovese,1,36.23
696,65050,126,7290010888238,Ramat Negev Kadesh Barnea Malbec,1,47.5
697,65050,58230,7290018940273,Hayotzer Danza Swing,1,47.5
698,65050,57365,7290010173853,Galil Mountain Or Barbera,1,64.41
699,65050,58732,7290017324425,Jerusalem Wineries Windmill Petit Verdot,1,88.56
700,65050,8182,7290015781268,Teperberg Moscato Red,1,28.18
701,65051,1854,7290010587469,Tulip Cabernet Sauvignon,1,66.95
702,65051,9393,7290008497831,Agur Blanc,1,78.81
703,65051,59012,7290018870297,Tzora Judean Hills Red,1,101.69
704,65051,75,7290018414255,Gvaot Gofna Chardonnay Cabernet Sauvignon,1,93.22
705,65051,7986,7290008497817,Agur Kessem,1,80.51
706,65051,9201,844510012203,Hevron Heights Isaac's Ram Cabernet Sauvignon,1,93.22
707,65052,72,7290018414415,Gvaot Gofna Cabernet Franc Reserve,1,143.22
708,65052,73,7290018414354,Gvaot Cabernet Sauvignon,1,101.69
709,65052,8006,7290019369530,Castel 'C' Blanc du Castel,1,127.12
710,65052,59144,7443017560151,Nana Chardonnay,3,279.66
711,65052,54982,7443017560410,Nana Grenache,3,254.24
712,65053,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,6,300
713,65053,55150,87752033968,La Maison Bleue Sauvignon Blanc,4,162.71
714,65053,7756,7290103681241,Tabor Moscato,6,198.31
715,65053,9231,7290006744913,Mony Nahal Caladoc Rose,4,200
716,65053,7774,7290017289779,Teperberg Inspire Malbec Marselan,12,711.86
717,65058,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
718,65058,51,7290010173037,Galil Mountain Bar Rosé,1,33.05
719,65058,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
720,65058,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
721,65058,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
722,65058,58831,7290006744852,Mony M Shiraz,1,33.05
723,65058,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
724,65058,62779,7290008921855,Tishbi Vineyards Cabernet Franc,1,50
725,65058,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
726,65061,53914,7290017983172,Adir Kerem Ben Zimra Grenache Blanc,1,75.42
727,65061,62193,7290010888726,Ramat Negev BaHuena,1,63.56
728,65061,7702,7290014440197,Midbar Grenache,2,211.86
729,65061,59144,7443017560151,Nana Chardonnay,1,93.22
730,65061,62175,7290008921640,Tishbi Pet Nat,1,63.56
731,65062,7874,7290010173068,Galil Mountain Bar Cabernet Sauvignon,2,59.25
732,65062,21,7290101582403,Binyamina Moshava Shiraz,4,121.63
733,65062,55121,7290015137577,Jerusalem Wineries Premium Marselan,8,368
734,65062,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,6,276
735,65062,131,7290010888276,Ramat Negev The Southern Port,2,201.15
736,65062,57365,7290010173853,Galil Mountain Or Barbera,4,249.49
737,65062,126,7290010888238,Ramat Negev Kadesh Barnea Malbec,4,184
738,65071,9201,844510012203,Hevron Heights Isaac's Ram Cabernet Sauvignon,3,279.66
739,65071,55138,7290015137003,Jerusalem Wineries Premium Cabernet Sauvignon,1,50
740,65071,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
741,65073,54982,7443017560410,Nana Grenache,5,423.73
742,65073,53914,7290017983172,Adir Kerem Ben Zimra Grenache Blanc,1,75.42
743,65073,58221,7290020284389,Jezreel Gewurztraminer,1,66.95
744,65073,61586,693493186971,Sanilevich French Colombard,1,93.22
745,65074,1863,7290016693928,Hayotzer Legato Barbera,1,50
746,65074,54140,7290101582366,Binyamina Moshava Cabernet Sauvignon,1,33.05
747,65074,53271,7290017323695,Jerusalem Wineries Vintage Malbec Shiraz,1,33.05
748,65074,125,7290010888177,Ramat Negev Kadesh Barnea Cabernet Sauvignon,1,50
749,65074,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
750,65074,9323,7290006744876,Mony Nahal Petite Sirah,1,50
751,65074,12363,7290018795057,Ouriel Merlot,1,75.42
752,65077,61590,7290002363392,Shorr Portofino,1,84.75
753,65078,55121,7290015137577,Jerusalem Wineries Premium Marselan,1,50
754,65078,21,7290101582403,Binyamina Moshava Shiraz,1,33.05
755,65078,62947,7290015634182,Ella Valley Zimrat Hakerem Red,2,100
756,65078,9231,7290006744913,Mony Nahal Caladoc Rosé,1,50
757,65078,55150,87752033968,La Maison Bleue Sauvignon Blanc,1,40.68
758,65079,62647,765066166571,Ben Ami Harei Besamim,3,394.07
759,65079,8898,7290019158431,Tura Mountain Vista Rosé,3,228.81
760,65079,57246,7290008921022,Tishbi French Riesling,3,99.15
761,65079,7564,34534531,Yaacov Oryah The Silent Hunter,3,394.07
762,65141,62947,7290015634182,Ella Valley Zimrat Hakerem Red,1,50
763,65141,7486,7290010608003,Yaffo Sauvage Carignan,1,66.95
764,65141,57365,7290010173853,Galil Mountain Or Barbera,1,67.8
765,65141,53197,7290014440913,Midbar 22 Cabernet Franc,1,33.9
766,65141,62863,7290008921800,Tishbi Vineyards Cabernet Merlot,1,50
767,65141,12363,7290018795057,Ouriel Merlot,1,75.42
768,65142,8154,87752025970,Netofa DOR Syrah,1,161.02
769,65142,8270,7290112045119,Gros Shoham Black Onyx Cabernet Sauvignon,1,127.12
770,65143,7887,7290015279741,Jezreel Carignan,1,101.69
771,65143,72,7290018414415,Gvaot Gofna Cabernet Franc Reserve,1,143.22
772,65143,7928,693493176187,Shiran The Soprano,1,109.32
773,65143,52458,7290018795064,Ouriel Petit Verdot,1,93.22
774,65143,141,693493176170,Shiran The Trio,1,109.32
775,65143,53108,7290015279574,Jezreel Meggido Special Reserve,1,93.22
776,65143,62164,7290010063352,Netofa Matzpen Toursyr,1,131.36
777,65143,3875,321654876547,Backoushe The Carpenter,1,110.17
778,65143,79,7290018414217,Gvaot Nave,1,75.42
779,65143,7924,693493229203,Shiran Song of the Birds,1,109.32
780,65143,53267,7290018843024,Tel Shifon Syrah,1,101.69
781,65143,8132,7290017134000,Mia Luce CSM,1,122.88
782,65143,9650,705632682074,Cantina Giuliano Chianti,1,66.95
783,65143,83,7290018414330,Gvaot Vineyards Dance,1,101.69
784,65144,8254,7290101582359,Binyamina Moshava Chardonnay,1,33.05
785,65144,9164,7290015781107,Teperberg Impression Sangiovese,1,38.14
